Year;Period;ScreenedBy_H;Sample_ref_long;Sample_ref;Oocyte_stage_H;Hydration_state_H;Egg_stage_H;POF_H;Spent_H;Massive_atr_H;Early_alpha_H;Discard_H;Comment_H;Fecundity_H;Spawn_marker_H;Atresia_H;Embedding_H;Batch_fec_H;POF_analysis_H;Calendar_day;Fish_weight;Length;Fulton_K;GSI;Latitude_N;Longitude_W;Ovary_weight;Samp_approach;Walsh_Mat
2019;3;IMR;M021eE;M021;4;0;0;0;0;0;0;0;Lot og beta atresia;no;no;no;no;no;no;66;371;37,40;0,71;8,63;43,59;8,30;32,00;;3
2019;3;WMR;M022;M022;5;2;0;0;0;0;0;0;;no;yes;yes;no;yes;no;66;399;36,70;0,81;9,52;43,59;8,30;38,00;;4
2019;3;AZTI;M023eK;M023;3;0;0;0;0;0;1;0;;yes;no;no;no;no;no;66;454;39,20;0,75;4,43;43,59;8,30;20,10;;3
2019;3;IEO;M024eM;M024;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;66;311;35,20;0,71;6,98;43,59;8,30;21,70;;3
2019;3;IMR;M025eE;M025;5;3;1;0;0;0;0;0;;no;yes;yes;no;no;no;66;445;38,60;0,77;9,06;43,59;8,30;40,30;;3
2019;3;WMR;M026;M026;5;2;0;0;0;0;0;0;;no;yes;yes;no;yes;no;66;407;37,50;0,77;9,63;43,59;8,30;39,20;;4
2019;3;AZTI;M027eK;M027;5;1;0;1;0;0;0;0;;no;yes;yes;no;no;yes;66;361;36,80;0,72;10,72;43,59;8,30;38,70;;4
2019;3;IEO;M028eM;M028;5;2;0;1;0;0;0;0;;no;yes;yes;no;yes;yes;66;399;37,30;0,77;7,04;43,59;8,30;28,10;;4
2019;3;IMR;M029eE;M029;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;66;381;37,10;0,75;8,61;43,59;8,30;32,80;;3
2019;3;WMR;M030;M030;4;0;0;0;0;0;1;0;slecht preparaat;no;no;no;no;no;no;66;462;39,40;0,76;8,07;43,59;8,30;37,30;;5
2019;2;AZTI;M031eK;M031;5;2;1;1;0;0;1;0;;no;yes;yes;yes;no;no;44;258;33,50;0,69;8,10;43,44;2,72;20,90;;4
2019;2;IEO;M032eM;M032;5;1;0;1;0;0;0;0;;no;yes;yes;no;no;no;44;238;32,20;0,71;7,77;43,44;2,72;18,50;;3
2019;2;IMR;M033eE;M033;5;3;1;1;0;0;0;0;;no;yes;yes;no;no;no;44;318;33,60;0,84;15,69;43,44;2,72;49,90;;4
2019;2;WMR;M034;M034;5;3;0;1;0;0;0;0;;no;yes;yes;no;no;no;44;318;34,00;0,81;14,56;43,44;2,72;46,30;;4
2019;2;AZTI;M035eK;M035;5;2;0;1;0;0;0;0;;no;yes;yes;no;no;no;44;314;33,80;0,81;10,10;43,44;2,72;31,70;;4
2019;2;IEO;M036eM;M036;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;44;239;31,70;0,75;7,36;43,44;2,72;17,60;;3
2019;2;IMR;M037eE;M037;3;0;0;0;0;0;0;0;;yes;no;no;no;no;no;44;300;34,00;0,76;6,60;43,44;2,72;19,80;;3
2019;2;WMR;M038;M038;3;0;0;0;0;0;0;0;;yes;no;no;no;no;no;44;245;32,10;0,74;5,80;43,44;2,72;14,20;;5
2019;2;AZTI;M039eK;M039;5;3;0;1;0;0;1;0;;no;yes;yes;yes;no;no;44;277;33,80;0,72;10,14;43,44;2,72;28,10;;4
2019;2;IEO;M040eM;M040;5;1;0;1;0;0;0;0;;no;yes;yes;no;no;no;44;281;33,60;0,74;9,68;43,44;2,72;27,20;;3
2019;2;IMR;M041eE;M041;5;1;0;0;0;0;0;0;;no;yes;yes;no;no;no;44;279;32,80;0,79;7,20;43,44;2,72;20,10;;3
2019;2;WMR;M042;M042;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;44;289;34,20;0,72;7,99;43,44;2,72;23,10;;3
2019;2;AZTI;M043eK;M043;5;3;1;1;0;0;0;0;;no;yes;yes;no;no;no;44;275;33,70;0,72;9,89;43,44;2,72;27,20;;4
2019;2;IEO;M044eM;M044;5;3;2;1;0;0;0;0;;no;yes;yes;no;no;no;44;342;35,60;0,76;14,88;43,44;2,72;50,90;;4
2019;2;IMR;M045eE;M045;5;1;1;1;0;0;0;0;Beta atresia;no;yes;yes;no;no;no;44;288;34,40;0,71;11,11;43,44;2,72;32,00;;4
2019;2;WMR;M046;M046;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;no;44;229;32,40;0,67;6,99;43,44;2,72;16,00;;3
2019;2;AZTI;M047eK;M047;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;44;283;33,10;0,78;7,63;43,44;2,72;21,60;;3
2019;2;IEO;M048eM;M048;4;0;2;1;0;0;0;0;;no;yes;yes;no;no;no;44;278;33,60;0,73;8,71;43,44;2,72;24,20;;3
2019;2;IMR;M049eE;M049;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;no;44;340;35,20;0,78;8,44;43,44;2,72;28,70;;3
2019;2;WMR;M050;M050;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;44;302;33,90;0,78;10,20;43,44;2,72;30,80;;3
2019;2;AZTI;M051eK;M051;5;3;1;1;0;0;0;0;;no;yes;yes;no;no;no;44;284;34,00;0,72;7,96;43,44;2,72;22,60;;4
2019;2;IEO;M052eM;M052;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;44;241;31,40;0,78;10,50;43,44;2,72;25,30;;3
2019;2;IMR;M053eE;M053;5;1;1;1;0;0;0;0;;no;yes;yes;no;no;no;44;290;33,50;0,77;9,72;43,44;2,72;28,20;;4
2019;2;WMR;M054;M054;4;3;0;0;0;0;0;0;;no;yes;yes;no;no;no;44;247;32,40;0,73;9,76;43,44;2,72;24,10;;3
2019;2;AZTI;M055eK;M055;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;44;250;31,70;0,78;12,40;43,44;2,72;31,00;;3
2019;2;IEO;M056eM;M056;5;1;1;1;0;0;0;0;It's possible the presence of some hydrated state 3. Doubthful.;no;yes;yes;no;no;no;44;276;33,40;0,74;11,05;43,44;2,72;30,50;;4
2019;2;IMR;M057eE;M057;5;1;0;1;0;0;0;0;;no;yes;yes;no;no;no;44;227;31,70;0,71;7,49;43,44;2,72;17,00;;3
2019;2;WMR;M058;M058;4;3;1;1;0;0;0;0;;no;yes;yes;no;no;no;44;286;32,60;0,83;9,58;43,44;2,72;27,40;;4
2019;2;AZTI;M059eK;M059;4;0;2;1;0;0;0;0;;no;yes;yes;no;no;no;44;315;35,50;0,70;7,24;43,44;2,72;22,80;;4
2019;2;IEO;M060eM;M060;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;no;44;305;34,00;0,78;8,85;43,44;2,72;27,00;;3
2019;3;IMR;M061eE;M061;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;63;426;38,90;0,72;5,94;43,50;3,81;25,30;;3
2019;3;WMR;M062;M062;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;63;312;35,80;0,68;6,25;43,50;3,81;19,50;;3
2019;3;AZTI;M063eK;M063;5;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;63;196;30,90;0,66;3,67;43,50;3,81;7,20;;3
2019;3;IEO;M064eM;M064;3;0;0;0;0;0;0;0;;yes;no;no;no;no;no;63;368;37,60;0,69;4,65;43,50;3,81;17,10;;3
2019;3;IMR;M065eE;M065;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;63;459;38,90;0,78;7,60;43,50;3,81;34,90;;4
2019;3;WMR;M066;M066;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;63;479;39,40;0,78;8,68;43,50;3,81;41,60;;3
2019;3;AZTI;M067eK;M067;4;0;3;1;0;0;0;0;;no;yes;yes;no;no;yes;63;240;33,50;0,64;4,29;43,50;3,81;10,30;;5
2019;3;IEO;M068eM;M068;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;63;404;37,00;0,80;7,13;43,50;3,81;28,80;;3
2019;3;IMR;M069eE;M069;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;63;435;38,20;0,78;8,80;43,50;3,81;38,30;;3
2019;3;WMR;M070;M070;4;3;0;1;0;0;0;0;;no;yes;yes;no;no;yes;63;393;37,70;0,73;12,21;43,50;3,81;48,00;;4
2019;3;AZTI;M071eK;M071;3;0;0;0;0;0;0;0;;yes;no;no;no;no;no;63;386;37,10;0,76;7,72;43,50;3,81;29,80;;3
2019;3;IEO;M072eM;M072;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;63;388;36,40;0,80;7,60;43,50;3,81;29,50;;3
2019;3;IMR;M073eE;M073;5;2;0;1;0;0;0;0;;no;yes;yes;no;yes;yes;63;279;34,50;0,68;7,10;43,50;3,81;19,80;;3
2019;3;WMR;M074;M074;3;0;0;0;0;0;0;0;;yes;no;no;no;no;no;63;410;38,10;0,74;6,41;43,50;3,81;26,30;;3
2019;3;AZTI;M075eK;M075;3;0;0;0;0;0;0;0;;yes;no;no;no;no;no;63;382;36,90;0,76;7,28;43,50;3,81;27,80;;3
2019;3;IEO;M076eM;M076;3;0;0;0;0;0;0;0;;yes;no;no;no;no;no;63;357;37,20;0,69;5,49;43,50;3,81;19,60;;3
2019;3;IMR;M077eE;M077;5;3;0;0;0;0;0;0;;no;yes;yes;no;yes;no;63;330;35,40;0,74;6,94;43,50;3,81;22,90;;4
2019;3;WMR;M078;M078;3;0;0;0;0;0;1;0;;yes;no;no;no;no;no;63;236;33,10;0,65;2,80;43,50;3,81;6,60;;5
2019;3;AZTI;M079eK;M079;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;63;231;33,00;0,64;3,12;43,50;3,81;7,20;;5
2019;3;IEO;M080eM;M080;3;0;0;0;0;0;0;0;;yes;no;no;no;no;no;63;361;36,40;0,75;8,25;43,50;3,81;29,80;;3
2019;3;IMR;M081eE;M081;4;0;1;1;0;0;0;0;;no;yes;yes;no;no;yes;63;210;32,00;0,64;3,33;43,50;3,81;7,00;;5
2019;3;AZTI;M083eK;M083;5;1;0;1;0;0;0;0;;no;yes;yes;no;no;yes;63;388;37,70;0,72;9,56;43,50;3,81;37,10;;4
2019;3;IEO;M084eM;M084;4;0;0;0;0;0;1;0;Abundant atresia.;no;no;no;no;no;no;63;347;36,20;0,73;7,90;43,50;3,81;27,40;;3
2019;3;IMR;M085eE;M085;5;2;0;1;0;0;1;0;;no;yes;yes;yes;yes;yes;63;485;39,20;0,81;9,48;43,50;3,81;46,00;;3
2019;3;WMR;M086;M086;5;2;0;1;0;0;1;0;;no;yes;yes;yes;yes;yes;63;390;37,90;0,72;9,51;43,50;3,81;37,10;;4
2019;3;AZTI;M087eK;M087;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;63;481;40,00;0,75;8,77;43,50;3,81;42,20;;3
2019;3;IEO;M088eM;M088;5;3;1;1;0;0;1;0;Only one early alpha atresia.;no;yes;yes;yes;no;yes;63;418;37,70;0,78;12,82;43,50;3,81;53,60;;4
2019;3;IMR;M089eE;M089;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;63;365;35,70;0,80;8,85;43,50;3,81;32,30;;3
2019;3;WMR;M090;M090;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;63;431;38,00;0,79;8,96;43,50;3,81;38,60;;3
2019;3;AZTI;M091eK;M091;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;63;385;36,50;0,79;9,14;43,50;3,81;35,20;;4
2019;3;IEO;M092eM;M092;5;2;0;1;0;0;1;0;;no;yes;yes;yes;yes;yes;63;394;38,40;0,70;9,70;43,50;3,81;38,20;;4
2019;3;IMR;M093eE;M093;5;2;1;0;0;0;0;0;;no;yes;yes;no;no;no;63;377;36,50;0,78;9,20;43,50;3,81;34,70;;4
2019;4;AZTI;M095eK;M095;4;0;0;1;0;1;1;0;;no;yes;no;no;no;no;98;280;36,30;0,59;2,96;43,54;3,56;8,30;;5
2019;4;IEO;M096eM;M096;4;0;0;1;0;0;1;0;Abundant atresia.;no;yes;yes;yes;no;yes;98;339;36,90;0,67;4,28;43,54;3,56;14,50;;5
2019;4;IMR;M097eE;M097;5;2;0;1;0;0;0;0;Beta atresia;no;yes;yes;no;yes;yes;98;268;34,90;0,63;2,72;43,54;3,56;7,30;;5
2019;4;WMR;M098;M098;5;3;1;1;0;0;1;0;;no;yes;yes;yes;no;yes;98;305;36,30;0,64;1,87;43,54;3,56;5,70;;5
2019;4;AZTI;M099eK;M099;2;0;2;1;0;1;1;0;;no;yes;no;no;no;no;98;360;38,60;0,63;2,28;43,54;3,56;8,20;;5
2019;4;IEO;M100eM;M100;4;0;2;1;0;0;1;0;Abundant atresia.;no;yes;yes;yes;no;yes;98;326;36,40;0,68;5,18;43,54;3,56;16,90;;3
2019;4;IMR;M101eE;M101;5;1;0;1;0;0;0;0;Lot og beta atresia;no;yes;yes;no;no;yes;98;291;36,50;0,60;3,13;43,54;3,56;9,10;;5
2019;4;WMR;M102;M102;4;2;0;1;0;0;1;0;;no;yes;yes;yes;no;yes;98;270;34,70;0,65;4,22;43,54;3,56;11,40;;5
2019;4;AZTI;M103eK;M103;5;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;98;356;38,00;0,65;3,15;43,54;3,56;11,20;;5
2019;4;IEO;M104eM;M104;1;0;0;0;1;1;1;0;;no;no;no;no;no;no;98;298;36,70;0,60;1,31;43,54;3,56;3,90;;5
2019;4;IMR;M105eE;M105;5;3;1;1;0;0;0;0;;no;yes;yes;no;no;yes;98;318;36,70;0,64;6,82;43,54;3,56;21,70;;4
2019;4;WMR;M106;M106;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;98;315;35,90;0,68;3,71;43,54;3,56;11,70;;5
2019;4;AZTI;M107eK;M107;4;0;0;1;0;1;1;0;;no;yes;no;no;no;no;98;300;36,10;0,64;3,73;43,54;3,56;11,20;;5
2019;4;IEO;M108eM;M108;5;1;0;1;0;0;0;0;;no;yes;yes;no;no;yes;98;286;35,30;0,65;6,82;43,54;3,56;19,50;;3
2019;4;IMR;M109eE;M109;2;0;0;0;1;1;0;0;;no;no;no;no;no;no;98;314;36,50;0,65;1,94;43,54;3,56;6,10;;5
2019;4;WMR;M110;M110;4;0;0;0;0;0;1;1;Uncertain sample name;no;no;no;no;no;no;98;320;35,10;0,74;9,69;43,54;3,56;31,00;;4
2019;4;AZTI;M111eK;M111;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;98;319;37,10;0,62;7,05;43,54;3,56;22,50;;3
2019;4;IEO;M112eM;M112;5;1;0;1;0;0;0;0;;no;yes;yes;no;no;yes;98;333;36,40;0,69;6,13;43,54;3,56;20,40;;3
2019;4;IMR;M113eE;M113;4;0;1;1;0;0;0;0;Lot og beta atresia;no;yes;yes;no;no;yes;98;304;36,30;0,64;3,42;43,54;3,56;10,40;;5
2019;4;WMR;M114;M114;3;0;0;1;0;0;1;0;;no;yes;yes;yes;no;yes;98;329;36,90;0,65;2,58;43,54;3,56;8,50;;5
2019;4;AZTI;M115eK;M115;4;0;0;1;0;1;1;0;;no;yes;no;no;no;no;98;307;36,90;0,61;3,29;43,54;3,56;10,10;;5
2019;4;IEO;M116eM;M116;4;0;0;1;0;0;1;0;;no;yes;yes;yes;no;yes;98;345;37,00;0,68;5,16;43,54;3,56;17,80;;3
2019;4;IMR;M117eE;M117;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;98;276;35,60;0,61;4,57;43,54;3,56;12,60;;5
2019;4;WMR;M118;M118;3;0;1;1;0;0;1;0;;no;yes;yes;yes;no;yes;98;293;35,50;0,65;2,70;43,54;3,56;7,90;;5
2019;4;AZTI;M119eK;M119;5;0;3;1;1;0;0;0;;no;yes;no;no;no;no;98;392;37,60;0,74;11,58;43,54;3,56;45,40;;4
2019;4;IEO;M120eM;M120;5;2;0;1;0;0;0;0;;no;yes;yes;no;yes;yes;98;308;36,30;0,64;4,19;43,54;3,56;12,90;;5
2019;4;IMR;M121eE;M121;2;0;0;0;1;1;0;0;;no;no;no;no;no;no;98;317;36,50;0,65;1,86;43,54;3,56;5,90;;5
2019;4;WMR;M122;M122;5;3;0;1;0;0;0;0;;no;yes;yes;no;yes;yes;98;345;36,10;0,73;4,81;43,54;3,56;16,60;;3
2019;4;AZTI;M123eK;M123;3;0;0;1;0;1;1;0;;no;yes;no;no;no;no;98;337;36,60;0,69;2,40;43,54;3,56;8,10;;5
2019;4;IEO;M124eM;M124;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;98;314;36,80;0,63;5,10;43,54;3,56;16,00;;3
2019;3;IMR;M125eE;M125;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;83;342;35,50;0,76;9,01;45,78;3,52;30,80;;5
2019;3;WMR;M126;M126;5;2;0;1;0;0;0;0;;no;yes;yes;no;yes;yes;83;296;34,80;0,70;9,29;45,78;3,52;27,50;;4
2019;3;AZTI;M127eK;M127;4;0;1;1;0;0;1;0;;no;yes;yes;yes;no;yes;83;302;34,70;0,72;7,81;45,78;3,52;23,60;;5
2019;3;IEO;M128eM;M128;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;83;336;36,80;0,67;9,35;45,78;3,52;31,40;;5
2019;3;IMR;M129eE;M129;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;83;343;37,00;0,68;7,64;45,78;3,52;26,20;;5
2019;3;WMR;M130;M130;4;0;0;1;0;0;1;0;;no;yes;yes;yes;no;yes;83;320;36,50;0,66;9,44;45,78;3,52;30,20;;5
2019;3;AZTI;M131eK;M131;5;2;0;1;0;0;0;0;;no;yes;yes;no;yes;yes;83;370;37,40;0,71;9,41;45,78;3,52;34,80;;4
2019;3;IEO;M132eM;M132;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;83;374;37,00;0,74;7,41;45,78;3,52;27,70;;5
2019;3;IMR;M133eE;M133;3;0;0;0;0;0;0;0;;yes;no;no;no;no;no;83;439;38,30;0,78;6,95;45,78;3,52;30,50;;5
2019;3;WMR;M134;M134;5;1;0;0;0;0;0;0;;no;yes;yes;no;no;no;83;400;37,40;0,76;9,53;45,78;3,52;38,10;;5
2019;3;AZTI;M135eK;M135;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;83;333;36,40;0,69;9,19;45,78;3,52;30,60;;5
2019;3;IEO;M136eM;M136;4;0;2;1;0;0;1;0;;no;yes;yes;yes;no;yes;83;424;37,70;0,79;8,61;45,78;3,52;36,50;;5
2019;3;IMR;M137eE;M137;5;1;0;1;0;0;0;0;;no;yes;yes;no;no;yes;83;407;38,50;0,71;8,08;45,78;3,52;32,90;;5
2019;3;WMR;M138;M138;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;83;345;37,50;0,65;9,62;45,78;3,52;33,20;;5
2019;3;AZTI;M139eK;M139;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;83;325;36,00;0,70;8,52;45,78;3,52;27,70;;5
2019;3;IEO;M140eM;M140;4;0;0;1;0;0;1;0;;no;yes;yes;yes;no;yes;83;342;36,60;0,70;11,40;45,78;3,52;39,00;;3
2019;3;IMR;M141eE;M141;4;0;1;1;0;0;1;0;;no;yes;yes;yes;no;yes;83;368;37,50;0,70;8,72;45,78;3,52;32,10;;5
2019;3;WMR;M142;M142;5;0;0;1;0;0;1;0;;no;yes;yes;yes;no;yes;83;320;35,30;0,73;8,00;45,78;3,52;25,60;;5
2019;3;AZTI;M143eK;M143;4;0;0;1;0;1;1;0;;no;yes;no;no;no;no;83;329;36,80;0,66;7,78;45,78;3,52;25,60;;5
2019;3;IEO;M144eM;M144;4;0;0;1;0;0;1;0;;no;yes;yes;yes;no;yes;83;316;35,90;0,68;6,49;45,78;3,52;20,50;;5
2019;3;IMR;M145eE;M145;5;1;0;1;0;0;1;0;Lot of pof og atresia;no;yes;yes;yes;no;yes;83;351;37,30;0,68;6,15;45,78;3,52;21,60;;5
2019;3;WMR;M146;M146;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;83;364;37,00;0,72;9,26;45,78;3,52;33,70;;3
2019;3;AZTI;M147eK;M147;4;0;0;1;0;0;1;0;;no;yes;yes;yes;no;yes;83;276;35,20;0,63;6,81;45,78;3,52;18,80;;5
2019;3;IEO;M148eM;M148;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;83;341;36,20;0,72;8,50;45,78;3,52;29,00;;3
2019;3;IMR;M149eE;M149;5;1;0;1;0;0;1;0;Lot of pof og atresia;no;yes;yes;yes;no;yes;83;464;40,00;0,73;8,43;45,78;3,52;39,10;;5
2019;3;WMR;M150;M150;4;0;0;1;0;0;1;0;;no;yes;yes;yes;no;yes;83;347;37,30;0,67;7,18;45,78;3,52;24,90;;5
2019;3;AZTI;M151eK;M151;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;83;375;37,30;0,72;11,71;45,78;3,52;43,90;;4
2019;3;IEO;M152eM;M152;4;0;0;1;0;0;1;0;;no;yes;yes;yes;no;yes;83;360;36,60;0,73;9,56;45,78;3,52;34,40;;5
2019;3;IMR;M153eE;M153;4;0;0;1;0;0;1;0;Lot of Beta atresia;no;yes;yes;yes;no;yes;83;346;36,00;0,74;9,05;45,78;3,52;31,30;;5
2019;3;WMR;M154;M154;5;3;0;1;0;0;0;0;;no;yes;yes;no;yes;yes;83;435;39,50;0,71;11,70;45,78;3,52;50,90;;4
2019;3;AZTI;M155eK;M155;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;83;368;37,50;0,70;3,86;45,78;3,52;14,20;;4
2019;3;IEO;M156eM;M156;5;3;0;1;0;0;1;0;Only one early alpha atresia.;no;yes;yes;yes;yes;yes;83;398;36,70;0,81;13,79;45,78;3,52;54,90;;4
2019;3;IMR;M157eE;M157;4;0;0;0;0;0;0;0;Lot of  beta atresia;no;no;no;no;no;no;86;405;38,20;0,73;6,64;43,49;1,82;26,90;;5
2019;3;WMR;M158;M158;4;0;0;;;;;;slecht preparaat;no;no;no;no;no;no;86;358;36,50;0,74;7,40;43,49;1,82;26,50;;5
2019;3;AZTI;M159eK;M159;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;86;330;36,80;0,66;8,79;43,49;1,82;29,00;;5
2019;3;IEO;M160eM;M160;5;3;0;1;0;0;0;0;;no;yes;yes;no;yes;yes;86;362;37,20;0,70;14,83;43,49;1,82;53,70;;4
2019;3;IMR;M161eE;M161;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;86;346;37,20;0,67;8,35;43,49;1,82;28,90;;3
2019;3;WMR;M162;M162;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;86;346;36,60;0,71;6,24;43,49;1,82;21,60;;5
2019;3;AZTI;M163eK;M163;5;2;1;1;0;0;1;0;;no;yes;yes;yes;no;yes;86;449;39,50;0,73;11,51;43,49;1,82;51,70;;4
2019;3;IEO;M164eM;M164;4;0;0;1;0;0;1;0;;no;yes;yes;yes;no;yes;86;310;36,40;0,64;11,16;43,49;1,82;34,60;;5
2019;3;IMR;M165eE;M165;3;0;0;0;0;0;0;0;;yes;no;no;no;no;no;86;442;39,00;0,75;5,25;43,49;1,82;23,20;;5
2019;3;WMR;M166;M166;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;86;336;37,40;0,64;7,50;43,49;1,82;25,20;;5
2019;3;AZTI;M167eK;M167;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;86;294;35,10;0,68;7,76;43,49;1,82;22,80;;5
2019;3;IEO;M168eM;M168;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;86;289;34,70;0,69;8,93;43,49;1,82;25,80;;5
2019;3;IMR;M169eE;M169;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;86;375;37,00;0,74;8,11;43,49;1,82;30,40;;3
2019;3;WMR;M170;M170;5;3;1;1;0;0;0;0;slecht preparaat;no;yes;yes;no;no;yes;86;368;36,40;0,76;14,73;43,49;1,82;54,20;;4
2019;3;AZTI;M171eK;M171;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;86;462;40,20;0,71;8,51;43,49;1,82;39,30;;5
2019;3;IEO;M172eM;M172;4;0;0;1;0;0;0;0;Abundant atresia.;no;yes;yes;no;no;yes;86;462;40,20;0,71;8,20;43,49;1,82;37,90;;5
2019;3;IMR;M173eE;M173;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;86;368;37,60;0,69;9,89;43,49;1,82;36,40;;5
2019;3;WMR;M174;M174;4;0;0;0;0;0;0;1;Uncertain sample name;no;no;no;no;no;no;86;415;39,20;0,69;8,00;43,49;1,82;33,20;;5
2019;3;AZTI;M175eK;M175;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;86;343;37,10;0,67;7,35;43,49;1,82;25,20;;5
2019;3;IEO;M176eM;M176;4;0;0;1;0;0;1;0;Abundant atresia.;no;yes;yes;yes;no;yes;86;457;38,90;0,78;9,67;43,49;1,82;44,20;;5
2019;3;IMR;M177eE;M177;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;86;398;37,30;0,77;7,54;43,49;1,82;30,00;;3
2019;3;WMR;M178;M178;3;0;0;0;0;0;0;0;;yes;no;no;no;no;no;86;436;38,30;0,78;7,02;43,49;1,82;30,60;;5
2019;3;AZTI;M179eK;M179;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;86;323;34,80;0,77;10,84;43,49;1,82;35,00;;3
2019;3;IEO;M180eM;M180;5;2;0;1;0;0;1;0;;no;yes;yes;yes;yes;yes;86;312;36,40;0,65;11,63;43,49;1,82;36,30;;4
2019;3;IMR;M181eE;M181;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;86;420;38,50;0,74;8,76;43,49;1,82;36,80;;4
2019;3;AZTI;M183eK;M183;5;3;0;1;0;0;0;0;;no;yes;yes;no;yes;yes;86;419;37,30;0,81;12,74;43,49;1,82;53,40;;4
2019;3;IEO;M184eM;M184;4;0;2;1;0;0;0;0;;no;yes;yes;no;no;yes;86;391;37,10;0,77;10,51;43,49;1,82;41,10;;5
2019;3;IMR;M185eE;M185;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;86;393;38,20;0,71;8,37;43,49;1,82;32,90;;5
2019;3;WMR;M186;M186;4;0;0;0;0;0;0;0;;no;no;no;no;no;no;86;459;39,80;0,73;10,54;43,49;1,82;48,40;;5
2019;3;AZTI;M187eK;M187;5;3;0;1;0;0;1;0;;no;yes;yes;yes;yes;yes;86;338;35,90;0,73;13,08;43,49;1,82;44,20;;4
2019;3;IEO;M188eM;M188;5;1;2;1;0;0;1;0;Abundant atresia.;no;yes;yes;yes;no;yes;86;346;36,40;0,72;10,87;43,49;1,82;37,60;;4
2019;3;IMR;M189eE;M189;5;1;1;1;0;0;1;0;;no;yes;yes;yes;no;yes;86;345;35,90;0,75;10,93;43,49;1,82;37,70;;4
2019;3;WMR;M190;M190;5;3;0;1;0;0;0;0;;no;yes;yes;no;yes;yes;86;360;36,40;0,75;10,25;43,49;1,82;36,90;;4
2019;3;AZTI;M191eK;M191;4;0;0;1;0;0;0;0;;no;yes;yes;no;no;yes;86;425;37,60;0,80;10,61;43,49;1,82;45,10;;4
2019;3;IEO;M192eM;M192;4;0;1;1;0;0;1;0;Abundant atresia.;no;yes;yes;yes;no;yes;86;340;36,50;0,70;11,85;43,49;1,82;40,30;;4
2019;3;IMR;M193eE;M193;5;3;1;1;0;0;0;0;;no;yes;yes;no;no;yes;86;394;38,00;0,72;11,93;43,49;1,82;47,00;;4
2019;3;AZTI;M195eK;M195;5;2;0;1;0;0;0;0;;no;yes;yes;no;yes;yes;86;379;38,10;0,69;13,14;43,49;1,82;49,80;;4
